video_id,title,channel,channel_id,institution,institution_type,official_status,credibility_note,published_at,duration_sec,view_count,like_count,comment_count,description,url,form,content_type,is_investment_related,is_risk_safety_related,matched_investment_keywords,matched_risk_keywords,subscribers,published_date,year,days_since,vpd,engagement_rate,views_per_sub
46cbf60gAfU,중복상장 가이드라인 발표,KRX 한국거래소,UCS9GDeqpgGtDYy_Nx8opCZw,한국거래소,시장 인프라,공식 채널,증권·파생상품 시장 운영기관,2026-07-10T00:42:50Z,57,220,3,0,"한국거래소가 중복상장 가이드라인을 발표했습니다. 또한, 금융위원회에서 일반주주에게 비대칭적인 손해를 끼치는 중복상장의 금지 원칙을 발표했습니다. 주요 사항을 정리해서 알려드립니다.",https://www.youtube.com/watch?v=46cbf60gAfU,쇼츠(60s이하),shorts,1,0,상장,,7230,2026-07-10,2026,1.0,220.0,1.364,0.0304
_gBWkFz4Lhs,(주)레몬헬스케어 코스닥 상장식 (2026.07.06),KRX 한국거래소,UCS9GDeqpgGtDYy_Nx8opCZw,한국거래소,시장 인프라,공식 채널,증권·파생상품 시장 운영기관,2026-07-06T08:00:23Z,195,142,1,0,,https://www.youtube.com/watch?v=_gBWkFz4Lhs,롱폼,longform,1,0,"코스닥, 상장",,7230,2026-07-06,2026,3.9,36.4,0.704,0.0196
6o02m_qM9Tc,"코스닥시장 30주년 기념식, 성황리에 개최",KRX 한국거래소,UCS9GDeqpgGtDYy_Nx8opCZw,한국거래소,시장 인프라,공식 채널,증권·파생상품 시장 운영기관,2026-07-03T08:52:28Z,58,720,6,2,코스닥 개장 30주년 기념식이 개최되었습니다. 정은보 이사장의 인사말씀 주요 내용을 전해드립니다.,https://www.youtube.com/watch?v=6o02m_qM9Tc,쇼츠(60s이하),shorts,1,0,코스닥,,7230,2026-07-03,2026,6.9,104.3,1.111,0.0996
HCp0-_260jg,(주) 매드업 코스닥 상장식 (2026.07.01),KRX 한국거래소,UCS9GDeqpgGtDYy_Nx8opCZw,한국거래소,시장 인프라,공식 채널,증권·파생상품 시장 운영기관,2026-07-02T03:00:16Z,186,113,0,0,,https://www.youtube.com/watch?v=HCp0-_260jg,롱폼,longform,1,0,"코스닥, 상장",,7230,2026-07-02,2026,8.1,14.0,0.0,0.0156
PvwutNjvnEQ,BIO USA 2026에서 글로벌 바이오 유망기업 코스닥 상장 유치,KRX 한국거래소,UCS9GDeqpgGtDYy_Nx8opCZw,한국거래소,시장 인프라,공식 채널,증권·파생상품 시장 운영기관,2026-06-30T08:58:06Z,61,2209,8,0,한국거래소가 샌디에이고 BIO USA 2026에서 글로벌 바이오기업을 대상으로 코스닥 상장 절차·기술특례제도·IPO 준비를 안내했습니다.,https://www.youtube.com/watch?v=PvwutNjvnEQ,쇼츠추정(61-180s),shorts_estimated,1,0,"코스닥, 상장",,7230,2026-06-30,2026,9.9,223.1,0.362,0.3055
r2Fa8m4aF0c,(주)스트라드비젼 코스닥 상장식 (2026.06.30),KRX 한국거래소,UCS9GDeqpgGtDYy_Nx8opCZw,한국거래소,시장 인프라,공식 채널,증권·파생상품 시장 운영기관,2026-06-30T08:00:24Z,191,422,4,0,,https://www.youtube.com/watch?v=r2Fa8m4aF0c,롱폼,longform,1,0,"코스닥, 상장",,7230,2026-06-30,2026,9.9,42.6,0.948,0.0584
feX_5AKUWkA,(주)져스텍 코스닥 상장식 (2026.06.29),KRX 한국거래소,UCS9GDeqpgGtDYy_Nx8opCZw,한국거래소,시장 인프라,공식 채널,증권·파생상품 시장 운영기관,2026-06-29T08:30:23Z,187,104,2,0,,https://www.youtube.com/watch?v=feX_5AKUWkA,롱폼,longform,1,0,"코스닥, 상장",,7230,2026-06-29,2026,10.9,9.5,1.923,0.0144
rJBWWZbSi70,"코스닥시장 30주년 기념식 개최, 많은 관심 부탁드립니다",KRX 한국거래소,UCS9GDeqpgGtDYy_Nx8opCZw,한국거래소,시장 인프라,공식 채널,증권·파생상품 시장 운영기관,2026-06-25T09:26:59Z,32,912,8,0,한국거래소가 여의도에서 코스닥시장 개장 30주년 기념식을 개최합니다.,https://www.youtube.com/watch?v=rJBWWZbSi70,쇼츠(60s이하),shorts,1,0,코스닥,,7230,2026-06-25,2026,14.9,61.2,0.877,0.1261
iiEESwHfFeM,"코스피 사상 첫 9,000 돌파",KRX 한국거래소,UCS9GDeqpgGtDYy_Nx8opCZw,한국거래소,시장 인프라,공식 채널,증권·파생상품 시장 운영기관,2026-06-18T07:45:49Z,52,853,8,1,"코스피가 사상 최초로 9,000선을 돌파하고 시가총액 7,413조원을 기록했습니다.",https://www.youtube.com/watch?v=iiEESwHfFeM,쇼츠(60s이하),shorts,1,0,코스피,,7230,2026-06-18,2026,21.9,38.9,1.055,0.118
OpzKmPfIf5A,K-ITAS(상장법인 내부자거래 알림서비스) 전면 개편,KRX 한국거래소,UCS9GDeqpgGtDYy_Nx8opCZw,한국거래소,시장 인프라,공식 채널,증권·파생상품 시장 운영기관,2026-06-18T04:54:45Z,58,311,6,0,K-ITAS(상장법인 내부자거래 알림서비스) 전면 개편,https://www.youtube.com/watch?v=OpzKmPfIf5A,쇼츠(60s이하),shorts,1,0,상장,,7230,2026-06-18,2026,22.1,14.1,1.929,0.043
Pm3OVGV7dx0,(주)세미티에스 코스닥 상장식 (2026.06.10),KRX 한국거래소,UCS9GDeqpgGtDYy_Nx8opCZw,한국거래소,시장 인프라,공식 채널,증권·파생상품 시장 운영기관,2026-06-10T08:30:20Z,186,402,5,0,,https://www.youtube.com/watch?v=Pm3OVGV7dx0,롱폼,longform,1,0,"코스닥, 상장",,7230,2026-06-10,2026,29.9,13.4,1.244,0.0556
2HTQaRuAugw,피스피스스튜디오(주) 코스닥 상장식 (2026.06.08),KRX 한국거래소,UCS9GDeqpgGtDYy_Nx8opCZw,한국거래소,시장 인프라,공식 채널,증권·파생상품 시장 운영기관,2026-06-09T23:30:37Z,181,164,0,0,,https://www.youtube.com/watch?v=2HTQaRuAugw,롱폼,longform,1,0,"코스닥, 상장",,7230,2026-06-09,2026,30.3,5.4,0.0,0.0227
SifciSfSuAQ,매수사이드카란? 국장하는데 이걸 아직도 모른다면 주목!,KRX 한국거래소,UCS9GDeqpgGtDYy_Nx8opCZw,한국거래소,시장 인프라,공식 채널,증권·파생상품 시장 운영기관,2026-06-09T09:48:57Z,51,775,5,1,"매수사이드카의 뜻과 발동 기준을 간단히 정리합니다. 코스피시장은 코스피200 선물 5%, 코스닥시장은 코스닥150 선물 6%·현물 3% 이상 상승이 1분 지속되면 프로그램매매 호가가 5분간 정지됩니다. 이에 유의하시어 투자 바랍니다.",https://www.youtube.com/watch?v=SifciSfSuAQ,쇼츠(60s이하),shorts,1,1,"투자, 코스피, 코스닥",유의,7230,2026-06-09,2026,30.9,25.1,0.774,0.1072
cdfLa95WqWc,2026년 코스피 상장법인 기업지배구조보고서 제출 완료,KRX 한국거래소,UCS9GDeqpgGtDYy_Nx8opCZw,한국거래소,시장 인프라,공식 채널,증권·파생상품 시장 운영기관,2026-06-05T00:28:54Z,45,311,6,0,"코스피 상장법인 전체(829개사, 상장폐지 진행중인 기업 제외)가 2026년 기업지배구조보고서 제출을 완료했습니다. 이사회 책임성·주주보호·감사기구 독립성 등, 투자자가 기업의 지배구조를 투명하게 확인할 수 있습니다.",https://www.youtube.com/watch?v=cdfLa95WqWc,쇼츠(60s이하),shorts,1,1,"투자, 코스피, 상장","사기, 보호",7230,2026-06-05,2026,35.2,8.8,1.929,0.043
RYj4QE2Tm2g,정치테마주 투자 주의 — 6월 3일 지방선거 관련,KRX 한국거래소,UCS9GDeqpgGtDYy_Nx8opCZw,한국거래소,시장 인프라,공식 채널,증권·파생상품 시장 운영기관,2026-05-29T04:33:43Z,41,452,4,0,제9회 전국동시지방선거(6월 3일)를 앞두고 정치테마주 투자 유의사항 안내입니다. 소문·투기성 수요로 주가가 과대평가될 수 있으니 루머에 현혹되지 말고 신중히 판단하시길 바랍니다.,https://www.youtube.com/watch?v=RYj4QE2Tm2g,쇼츠(60s이하),shorts,1,1,투자,"주의, 유의",7230,2026-05-29,2026,42.1,10.7,0.885,0.0625
gAnAIXH4isE,한국거래소 SNS 사칭 주의,KRX 한국거래소,UCS9GDeqpgGtDYy_Nx8opCZw,한국거래소,시장 인프라,공식 채널,증권·파생상품 시장 운영기관,2026-05-28T08:49:01Z,36,367,3,0,"한국거래소 공식 계정을 사칭한 인스타그램이 투자 리딩방 가입을 권유하는 사례가 확인되었습니다. 한국거래소는 특정 종목 추천이나 리딩방 가입을 권유하지 않으니, 주의 바랍니다.",https://www.youtube.com/watch?v=gAnAIXH4isE,쇼츠(60s이하),shorts,1,1,투자,"주의, 리딩방",7230,2026-05-28,2026,42.9,8.6,0.817,0.0508
PFhuPpKJMHk,"코스피 8000 돌파, '코리아 프리미엄' 시대 개막",KRX 한국거래소,UCS9GDeqpgGtDYy_Nx8opCZw,한국거래소,시장 인프라,공식 채널,증권·파생상품 시장 운영기관,2026-05-27T06:07:16Z,57,1161,7,0,"코스피가 종가 기준 8,000을 넘었고, 시가총액 6,581조 원으로 사상 최대치를 기록했습니다. 국가 전체 시가총액 기준 세계 7위입니다. 반도체 실적 호조와 자금 유입에 힘입은 쾌거입니다. 한국거래소는 유망기업 상장 지원·거래시간 연장·주식 토큰화 등으로 시장 선진화를 끊임없이 추진하겠습니다.",https://www.youtube.com/watch?v=PFhuPpKJMHk,쇼츠(60s이하),shorts,1,0,"주식, 코스피, 상장",,7230,2026-05-27,2026,44.0,26.4,0.603,0.1606
9d4jxlJ41YM,[LIVE] 증권시장 결제주기 단축 토론회,KRX 한국거래소,UCS9GDeqpgGtDYy_Nx8opCZw,한국거래소,시장 인프라,공식 채널,증권·파생상품 시장 운영기관,2026-05-26T20:13:31Z,10913,1889,44,0,글로벌 결제주기 단축 동향 및 우리 증권시장의 과제,https://www.youtube.com/watch?v=9d4jxlJ41YM,롱폼,longform,1,0,증권,,7230,2026-05-26,2026,44.4,42.5,2.329,0.2613
igEIf6B-bjs,"지방선거, 제헌절 휴장 안내~ June 3 & July 17, 2026 are holidays!! Trading sessions will close those days!!",KRX 한국거래소,UCS9GDeqpgGtDYy_Nx8opCZw,한국거래소,시장 인프라,공식 채널,증권·파생상품 시장 운영기관,2026-05-21T00:00:25Z,44,190,6,0,한국 자본시장 휴장 안내입니다. 지방선거(6월 3일)와 제헌절(7월 17일)에는 증권·파생·일반상품시장 및 야간거래가 휴장합니다. 투자 일정 참고 바랍니다.,https://www.youtube.com/watch?v=igEIf6B-bjs,쇼츠(60s이하),shorts,1,0,"투자, 증권",,7230,2026-05-21,2026,50.3,3.8,3.158,0.0263
fwirZA6JMls,(주)마키나락스 코스닥 상장식 (2026.05.20),KRX 한국거래소,UCS9GDeqpgGtDYy_Nx8opCZw,한국거래소,시장 인프라,공식 채널,증권·파생상품 시장 운영기관,2026-05-20T08:30:37Z,186,441,7,0,,https://www.youtube.com/watch?v=fwirZA6JMls,롱폼,longform,1,0,"코스닥, 상장",,7230,2026-05-20,2026,50.9,8.7,1.587,0.061
ZRjDAWKAiRM,상장법인 임직원 대상 직무 맞춤형 불공정거래 예방교육 실시,KRX 한국거래소,UCS9GDeqpgGtDYy_Nx8opCZw,한국거래소,시장 인프라,공식 채널,증권·파생상품 시장 운영기관,2026-05-20T00:28:28Z,59,260,3,0,"한국거래소가 공시·재무·회계·IR 담당자 등 상장법인 임직원을 대상으로 맞춤형 불공정거래 예방교육을 실시했습니다. 미공개정보 이용·단기매매차익 반환 사례 해설과 K-ITAS 활용 등, 내부통제와 컴플라이언스 역량을 강화하는데 도움이 되는 교육을 제공하였습니다.",https://www.youtube.com/watch?v=ZRjDAWKAiRM,쇼츠(60s이하),shorts,1,1,상장,불공정,7230,2026-05-20,2026,51.2,5.1,1.154,0.036
bAY4ob38XTU,케이피항공산업(주) 코스닥 상장식 (2026.05.19),KRX 한국거래소,UCS9GDeqpgGtDYy_Nx8opCZw,한국거래소,시장 인프라,공식 채널,증권·파생상품 시장 운영기관,2026-05-19T07:30:16Z,189,450,9,0,,https://www.youtube.com/watch?v=bAY4ob38XTU,롱폼,longform,1,0,"코스닥, 상장",,7230,2026-05-19,2026,51.9,8.7,2.0,0.0622
n7N_BoUO8Vo,(주)폴레드 코스닥 상장식 (2026.05.14),KRX 한국거래소,UCS9GDeqpgGtDYy_Nx8opCZw,한국거래소,시장 인프라,공식 채널,증권·파생상품 시장 운영기관,2026-05-14T08:00:39Z,183,199,1,0,,https://www.youtube.com/watch?v=n7N_BoUO8Vo,롱폼,longform,1,0,"코스닥, 상장",,7230,2026-05-14,2026,56.9,3.5,0.503,0.0275
YOkK1j5w9aA,코스모로보틱스(주) 코스닥 상장식 (2026.05.11),KRX 한국거래소,UCS9GDeqpgGtDYy_Nx8opCZw,한국거래소,시장 인프라,공식 채널,증권·파생상품 시장 운영기관,2026-05-11T08:00:25Z,204,352,4,0,,https://www.youtube.com/watch?v=YOkK1j5w9aA,롱폼,longform,1,0,"코스닥, 상장",,7230,2026-05-11,2026,59.9,5.9,1.136,0.0487
0v86m6qcKvc,"코스피 7,000 돌파",KRX 한국거래소,UCS9GDeqpgGtDYy_Nx8opCZw,한국거래소,시장 인프라,공식 채널,증권·파생상품 시장 운영기관,2026-05-07T05:14:27Z,51,1902,33,1,"2026년 5월 6일 코스피가 7,000포인트를 돌파했습니다. 정부의 정책적 지원과, 각종 산업의 업황 호조에 힘입은 쾌거입니다.",https://www.youtube.com/watch?v=0v86m6qcKvc,쇼츠(60s이하),shorts,1,0,코스피,,7230,2026-05-07,2026,64.0,29.7,1.788,0.2631
RryUwAOQRZs,[한국거래소 X EBS] 머니 리터러시 하이라이트 | 돈의 언어 요약본,KRX 한국거래소,UCS9GDeqpgGtDYy_Nx8opCZw,한국거래소,시장 인프라,공식 채널,증권·파생상품 시장 운영기관,2026-04-30T07:47:04Z,125,166,4,0,"#한국거래소 #KRX #금융 #돈 #재테크 #사회초년생 #월급 #주식 #ETF #채권 #금 #파생상품 #투자 #경제 #레버리지 #주린이

00:00 🎬 시작 
00:10 🎬 난 왜 맨날 돈이 없을까...? 
00:36 🎬 첫 번째 돈의 언어, 주식! 
00:57 🎬 두 번째 돈의 언어, 채권 ETF 금! 
01:30 🎬 세 번째 돈의 언어, 파생상품! 
01:47 🎬 당신의 투자를 더 풍성하게 해줄 선택!",https://www.youtube.com/watch?v=RryUwAOQRZs,쇼츠추정(61-180s),shorts_estimated,1,0,"주식, 투자, ETF, 재테크, 채권, 주린이",,7230,2026-04-30,2026,70.9,2.3,2.41,0.023
NNp0YLxbIDE,채비(주) 코스닥 상장식 (2026..04.29),KRX 한국거래소,UCS9GDeqpgGtDYy_Nx8opCZw,한국거래소,시장 인프라,공식 채널,증권·파생상품 시장 운영기관,2026-04-29T07:30:00Z,182,373,10,0,,https://www.youtube.com/watch?v=NNp0YLxbIDE,롱폼,longform,1,0,"코스닥, 상장",,7230,2026-04-29,2026,71.9,5.2,2.681,0.0516
s71-4KacZIk,ICGN 코리아 컨퍼런스 2026 개최,KRX 한국거래소,UCS9GDeqpgGtDYy_Nx8opCZw,한국거래소,시장 인프라,공식 채널,증권·파생상품 시장 운영기관,2026-04-28T07:24:35Z,67,650,4,0,"2026년 4월 14일 열린 ICGN 코리아 컨퍼런스입니다. 국내외 기관투자자 300여 명이 모여 스튜어드십 코드, 주주가치 제고, 공시 가이드라인 개선 및 외국인 투자자 정보 접근성 확대 방안을 논의했습니다.",https://www.youtube.com/watch?v=s71-4KacZIk,쇼츠추정(61-180s),shorts_estimated,1,0,투자,,7230,2026-04-28,2026,73.0,8.9,0.615,0.0899
jNNEASlVnQY,(주)에스테크엠 코넥스 상장식  (2026.04.27),KRX 한국거래소,UCS9GDeqpgGtDYy_Nx8opCZw,한국거래소,시장 인프라,공식 채널,증권·파생상품 시장 운영기관,2026-04-27T08:30:00Z,159,169,2,0,,https://www.youtube.com/watch?v=jNNEASlVnQY,쇼츠추정(61-180s),shorts_estimated,1,0,상장,,7230,2026-04-27,2026,73.9,2.3,1.183,0.0234
ytDGvBj90k4,2025 사업연도 배당 급증 — 기업의 밸류업 노력,KRX 한국거래소,UCS9GDeqpgGtDYy_Nx8opCZw,한국거래소,시장 인프라,공식 채널,증권·파생상품 시장 운영기관,2026-04-24T09:05:36Z,80,918,4,0,2025 사업연도 현금배당 실적을 한눈에 분석합니다.,https://www.youtube.com/watch?v=ytDGvBj90k4,쇼츠추정(61-180s),shorts_estimated,1,0,배당,,7230,2026-04-24,2026,76.9,11.9,0.436,0.127
aPR4Ce3yBSI,제22회 전국 대학생 증권·파생상품 경시대회 개최,KRX 한국거래소,UCS9GDeqpgGtDYy_Nx8opCZw,한국거래소,시장 인프라,공식 채널,증권·파생상품 시장 운영기관,2026-04-22T05:18:16Z,53,372,3,0,"대회 공고문 : https://krxrnd.krx.co.kr/board/RND07010000/bbs#view=490

대학생 여러분의 많은 참여 부탁드립니다.",https://www.youtube.com/watch?v=aPR4Ce3yBSI,쇼츠(60s이하),shorts,1,0,증권,,7230,2026-04-22,2026,79.0,4.7,0.806,0.0515
y9jvtQxxXxw,아시아 거래소 간 협력 강화 추진,KRX 한국거래소,UCS9GDeqpgGtDYy_Nx8opCZw,한국거래소,시장 인프라,공식 채널,증권·파생상품 시장 운영기관,2026-04-21T08:45:05Z,62,812,2,0,"정은보 한국거래소 이사장이 아시아 주요 거래소와 협력 강화와 해외 투자자 기반 확대를 위해 출국합니다. 4/21 홍콩 'KOSPI 6000 and Beyond' 글로벌 로드쇼, 4/22 제40차 아시아·오세아니아 거래소 연맹 연차총회, 4/23 중국 선전거래소 방문으로 한국 자본시장을 홍보하고, 아시아 거래소간 협업을 추진합니다.",https://www.youtube.com/watch?v=y9jvtQxxXxw,쇼츠추정(61-180s),shorts_estimated,1,0,투자,,7230,2026-04-21,2026,79.9,10.2,0.246,0.1123
ZOOgpIf0XgA,"한국거래소, 홍콩 항셍지수사와 한-홍콩 공동지수 개발",KRX 한국거래소,UCS9GDeqpgGtDYy_Nx8opCZw,한국거래소,시장 인프라,공식 채널,증권·파생상품 시장 운영기관,2026-04-15T08:57:38Z,100,353,6,0,"한국거래소와 홍콩 항셍지수사가 대표지수혼합 1종, 테크지수 혼합 2종, 바이오지수 혼합 1종의 총 4종의 KRX·항셍 공동지수를 발표했습니다. 지수 비중은 홍콩 65%, 한국 35%로, ETF Connect(홍콩 교차거래) 요건(홍콩 주식 비중 ≥ 60%)을 충족하도록 설계되었습니다. 향후 홍콩 상장 ETF를 통해 글로벌 투자자의 한국시장 접근성이 확대될 전망입니다.",https://www.youtube.com/watch?v=ZOOgpIf0XgA,쇼츠추정(61-180s),shorts_estimated,1,0,"주식, 투자, ETF, 상장",,7230,2026-04-15,2026,85.9,4.1,1.7,0.0488
PV_z7gizPfM,"한국거래소, 홍콩거래소와 반도체 테마 공동지수 개발",KRX 한국거래소,UCS9GDeqpgGtDYy_Nx8opCZw,한국거래소,시장 인프라,공식 채널,증권·파생상품 시장 운영기관,2026-04-15T08:57:35Z,97,209,3,0,"한국거래소와 홍콩거래소가 공동 개발한 KRX-HKEX 반도체 지수(한국·홍콩 각 15개, 총 30종목, 홍콩60%·한국40%)의 설계 배경과 글로벌 투자 접근성 확대 전망을 간단히 정리합니다.",https://www.youtube.com/watch?v=PV_z7gizPfM,쇼츠추정(61-180s),shorts_estimated,1,0,투자,,7230,2026-04-15,2026,85.9,2.4,1.435,0.0289
Rh2NtZGU1NY,주식 매매 결제주기 단축을 위한 현지실사,KRX 한국거래소,UCS9GDeqpgGtDYy_Nx8opCZw,한국거래소,시장 인프라,공식 채널,증권·파생상품 시장 운영기관,2026-04-14T08:59:56Z,94,266,5,0,"한국거래소가 미국·유럽 현지 실사를 통해 T+1 전환 사례, 로드맵을 벤치마킹합니다. 일반투자자의 투자 환경 개선에 앞장서는 한국거래소가 되겠습니다.",https://www.youtube.com/watch?v=Rh2NtZGU1NY,쇼츠추정(61-180s),shorts_estimated,1,0,"주식, 투자",,7230,2026-04-14,2026,86.9,3.1,1.88,0.0368
chUL9WxXuiU,KRX 금시장 이벤트 - 왜 금투자는 KRX 금시장인가?,KRX 한국거래소,UCS9GDeqpgGtDYy_Nx8opCZw,한국거래소,시장 인프라,공식 채널,증권·파생상품 시장 운영기관,2026-04-13T04:34:06Z,99,704,5,0,"KRX 금시장 이벤트 페이지(주소)
삼성증권 : https://www.samsungpop.com/customer/guide.do?cmd=event_view&menuNo=01010900&MenuSeqNo=3786
키움증권 : https://www.kiwoom.com/e/m/home/event/VEvent20260038View?mdgb=

금 투자의 A to Z, 왜 스마트한 투자자들은 KRX 금시장에 주목할까요? 🤔✨

1. 한국조폐공사가 인증한 순도 99.99%의 고순도 금지금 🏅
금 투자, 이제 돋보기 들고 의심하지 마세요! 한국조폐공사가 꼼꼼하게 확인한 순도 99.99% 고순도 금을 취급하거든요! 이제 여러분은 빛나는 금의 가치에만 집중하세요 🌟

2. 증권사 HTS·MTS로 주식처럼 간편하게! 📱
복잡한 절차 없이, 기존에 사용하던 증권사 앱에서 바로! 주식 매매와 동일한 방식으로 실시간 시세를 확인하며 투명하게 거래하세요!

3. '세금 다이어트'로 수익률 UP! 💸
투자 수익만큼 중요한 게 절세죠? KRX 금시장의 실속있는 혜택을 꼭 확인하세요!

✅비과세 혜택: 양도소득세와 배당소득세(15.4%)가 면제된다는 사실! 내 자산을 소중히 여기는 투자자라면 놓쳐선 안 될 핵심 포인트예요 ✨
✅부가세 면제: 장내에서 매매할 때는 부가세가 붙지 않아 투자 비용을 알뜰하게 아낄 수 있어요 🆓    (단, 현물로 인출할 때만 거래가격의 10% 부과)

4. 보관은 든든하게, 필요할 땐 골드바가 내 손에! 🏦

한국예탁결제원이 안전하게 지켜주니까 걱정 끝! 그러다 진짜 금이 보고 싶을 땐? 1kg·100g 단위로 영롱한 실물 골드바를 직접 받아볼 수 있어요✨

여러분의 스마트한 금투자, 이제 시작해 볼까요? 🚀

#한국거래소 #KRX #KRX금시장 #금투자 #골드바 #금테크 #절세혜택 #비과세 #안전자산",https://www.youtube.com/watch?v=chUL9WxXuiU,쇼츠추정(61-180s),shorts_estimated,1,0,"주식, 투자, 증권, 배당, MTS",,7230,2026-04-13,2026,88.1,8.0,0.71,0.0974
laILKri_BVE,기업가치 제고 현황 발표,KRX 한국거래소,UCS9GDeqpgGtDYy_Nx8opCZw,한국거래소,시장 인프라,공식 채널,증권·파생상품 시장 운영기관,2026-04-08T07:23:21Z,163,1505,6,0,"2024년 5월 시작된 기업가차 제고 공시에 총 590개사가 참여했고, 3월 한달에만 409개사가 신규 공시했습니다. 대규모 자기주식 소각과 고배당 확산, 밸류업 지수·ETF 성장 등 투자자가 주목할 포인트와 4월 말부터 시작되는 공시 컨설팅(4/17까지 접수)을 안내드립니다.",https://www.youtube.com/watch?v=laILKri_BVE,쇼츠추정(61-180s),shorts_estimated,1,0,"주식, 투자, ETF, 배당",,7230,2026-04-08,2026,93.0,16.2,0.399,0.2082
fzhubQQj_-U,2025사업연도 실적 분석,KRX 한국거래소,UCS9GDeqpgGtDYy_Nx8opCZw,한국거래소,시장 인프라,공식 채널,증권·파생상품 시장 운영기관,2026-04-08T07:23:19Z,170,895,2,0,"2025 사업연도(12월 결산) 상장법인 실적 요약입니다. 유가증권시장, 코스닥 시장 상장법인의 매출액, 영업이익 등 실적을 분석합니다.

#한국거래소 #krx #코스피 #코스닥",https://www.youtube.com/watch?v=fzhubQQj_-U,쇼츠추정(61-180s),shorts_estimated,1,0,"증권, 코스피, 코스닥, 상장",,7230,2026-04-08,2026,93.0,9.6,0.223,0.1238
s8fzUK_Tt0g,(주)보원케미칼 코스닥 상장식 (2026.04.03),KRX 한국거래소,UCS9GDeqpgGtDYy_Nx8opCZw,한국거래소,시장 인프라,공식 채널,증권·파생상품 시장 운영기관,2026-04-03T07:30:00Z,176,647,6,0,,https://www.youtube.com/watch?v=s8fzUK_Tt0g,쇼츠추정(61-180s),shorts_estimated,1,0,"코스닥, 상장",,7230,2026-04-03,2026,97.9,6.6,0.927,0.0895
CS9vNd8zpgU,(주)인벤테라 코스닥 상장식  (2026.04.02),KRX 한국거래소,UCS9GDeqpgGtDYy_Nx8opCZw,한국거래소,시장 인프라,공식 채널,증권·파생상품 시장 운영기관,2026-04-02T08:00:00Z,181,509,6,0,,https://www.youtube.com/watch?v=CS9vNd8zpgU,롱폼,longform,1,0,"코스닥, 상장",,7230,2026-04-02,2026,98.9,5.1,1.179,0.0704
I5G7nSl1akk,[한국거래소 X EBS] 머니 리터러시 1-4편 몰아보기 | 돈의 언어 완전 정복! (주식·ETF·금·파생상품),KRX 한국거래소,UCS9GDeqpgGtDYy_Nx8opCZw,한국거래소,시장 인프라,공식 채널,증권·파생상품 시장 운영기관,2026-04-01T08:16:00Z,1042,6023,12,0,"#한국거래소 #KRX #금융 #돈 #재테크 #사회초년생 #월급 #주식 #ETF #채권 #금 #파생상품 #투자 #경제 #레버리지 #주린이

월급은 들어오는데… 왜 항상 돈이 부족할까? 🤔
청년 K와 경제 도우미 X가 알려주는 돈이 일하게 만드는 법!

주식의 시작부터 ETF·채권·금 투자 그리고 파생상품까지!
흩어져 있던 금융 지식을 단 한 편으로 완전 정리 📊

이제는 돈을 버는 것을 넘어, 돈을 이해하고 다루는 힘을 갖춰야 할 때입니다 🚀

00:05 🎬 열심히 일하는데... 나는 왜 ‘텅장’일까?
01:15 🎬 첫 번째 돈의 언어 : 주식의 탄생!
04:50 🎬 주식 사는 방법 이거 하나로 끝!
05:34 🎬 초보 투자자가 꼭 알아야 할 8가지 주식 용어
08:53 🎬 두 번째 돈의 언어 : 채권, ETF, 금!
08:58 🎬 채권이란?
09:50 🎬 ETF란?
10:50 🎬 내가 모르던 금 사는 방법이 있다고?
11:55 🎬 세 번째 돈의 언어, 파생상품!
13:20 🎬 10만 원으로 100만 원 투자? 레버리지의 구조
14:42 🎬 주식 선물 vs 옵션",https://www.youtube.com/watch?v=I5G7nSl1akk,롱폼,longform,1,0,"주식, 투자, ETF, 재테크, 채권, 주린이, 초보",,7230,2026-04-01,2026,99.9,60.3,0.199,0.8331
Q7bEO88aEU4,(주)리센스메디컬 코스닥 상장식 (2026.03.31),KRX 한국거래소,UCS9GDeqpgGtDYy_Nx8opCZw,한국거래소,시장 인프라,공식 채널,증권·파생상품 시장 운영기관,2026-03-31T08:00:00Z,184,207,2,0,,https://www.youtube.com/watch?v=Q7bEO88aEU4,롱폼,longform,1,0,"코스닥, 상장",,7230,2026-03-31,2026,100.9,2.1,0.966,0.0286
MNH65UTH2TQ,(주)메쥬 코스닥 상장식  (2026.03.26),KRX 한국거래소,UCS9GDeqpgGtDYy_Nx8opCZw,한국거래소,시장 인프라,공식 채널,증권·파생상품 시장 운영기관,2026-03-26T08:00:00Z,174,654,7,0,,https://www.youtube.com/watch?v=MNH65UTH2TQ,쇼츠추정(61-180s),shorts_estimated,1,0,"코스닥, 상장",,7230,2026-03-26,2026,105.9,6.2,1.07,0.0905
7_wsDrM1crE,한패스(주) 코스닥 상장식 (2026.03.25),KRX 한국거래소,UCS9GDeqpgGtDYy_Nx8opCZw,한국거래소,시장 인프라,공식 채널,증권·파생상품 시장 운영기관,2026-03-25T23:03:49Z,195,1607,13,0,,https://www.youtube.com/watch?v=7_wsDrM1crE,롱폼,longform,1,0,"코스닥, 상장",,7230,2026-03-25,2026,106.3,15.1,0.809,0.2223
